0.001290462,0.001478973,0.001639598,0.001783905,0.00192346,0.00206983,0.002234584,0.002428805,0.002650545,0.002883639,0.003111228,0.003322596,0.003520722,0.00371044,0.003898325,0.004099463,0.004331535,0.004610628,0.004934258,0.00528796,0.005657167,0.006030999,0.006403368,0.006768517,0.007127718,0.007501189,0.007912315,0.008382104,0.008917338,0.009519526,0.01019006,0.010928701,0.011733958,0.012604035,0.013520953,0.014441642,0.01532088,0.016131336,0.016904336,0.0176832,0.01849391,0.019234257,0.019744582,0.019874798,0.019669383,0.019351166,0.019149572,0.019294027,0.020013956,0.021538783
0.001296207,0.001511291,0.001701287,0.001873708,0.002036066,0.002195874,0.002360644,0.002537803,0.002732425,0.002947021,0.003183941,0.003438583,0.003690844,0.003918525,0.004107826,0.004286025,0.004492931,0.004765111,0.005101404,0.00547631,0.005864153,0.006248098,0.006622799,0.006983693,0.007333929,0.007697466,0.008101735,0.008570924,0.009109788,0.009715878,0.010386763,0.011120442,0.011915248,0.012769462,0.013677694,0.014628863,0.015611396,0.016601849,0.017537869,0.018349146,0.018970808,0.019378204,0.019564711,0.019528359,0.019357465,0.019223115,0.019299456,0.019760633,0.020780793,0.022534081
0.001366837,0.001588516,0.00179248,0.001982109,0.002160784,0.002331886,0.002498796,0.002665095,0.002839786,0.003037787,0.003274246,0.003549539,0.003831086,0.004081848,0.004276574,0.004447626,0.004644941,0.00491456,0.005257136,0.005644044,0.006046402,0.006444393,0.00682997,0.007195889,0.00754418,0.007901882,0.008300212,0.008766586,0.009305663,0.009913663,0.010586984,0.011324882,0.012128819,0.013000258,0.013937483,0.014933853,0.015982294,0.017054934,0.018055721,0.018874653,0.01941605,0.019690058,0.019754258,0.019668514,0.019533416,0.019486881,0.019668208,0.020216698,0.021271649,0.02297236
0.00148609,0.001700531,0.001907089,0.002105281,0.002294628,0.002474648,0.002644858,0.002805169,0.00296604,0.003149442,0.00337784,0.00365549,0.00394602,0.004207555,0.004410728,0.004587283,0.004787607,0.00505832,0.005402171,0.005793605,0.006206737,0.006621186,0.007023722,0.007401614,0.007753547,0.008109006,0.008502612,0.008964904,0.009501935,0.010110682,0.010788466,0.011537995,0.012366125,0.013279626,0.014273683,0.015325521,0.01641082,0.017491559,0.018484817,0.019298486,0.019852632,0.020157298,0.020262859,0.02022168,0.020121798,0.020083947,0.020230071,0.020682113,0.021562016,0.022991722
0.001637707,0.001837218,0.002039024,0.002239397,0.002434611,0.002620937,0.00279465,0.002952514,0.003104598,0.003275488,0.003490416,0.003756464,0.004040219,0.00430279,0.004516445,0.004708013,0.004920969,0.005195736,0.005537226,0.00592744,0.006347978,0.006779774,0.007202896,0.007597375,0.007957111,0.008313405,0.008703801,0.009161689,0.009695574,0.010304735,0.010988952,0.011755752,0.012618622,0.013590774,0.014659655,0.015772777,0.016874219,0.017912691,0.018852087,0.019659408,0.02030355,0.020767407,0.021040152,0.021114269,0.021047174,0.020955802,0.020959289,0.021176772,0.021727387,0.022730269
0.001805424,0.00198846,0.002182198,0.00238063,0.002577745,0.002767534,0.002943989,0.003101615,0.003248871,0.003409431,0.003607669,0.003852485,0.004118258,0.004374696,0.00459988,0.004812834,0.005045069,0.005326153,0.005663018,0.006047992,0.006472946,0.006921458,0.007366332,0.00777968,0.008149949,0.008509649,0.008898645,0.009352753,0.00988355,0.010493622,0.011186186,0.011974126,0.012877765,0.013916906,0.015068762,0.01624453,0.017349736,0.018319294,0.019184456,0.019996182,0.0207918,0.021507866,0.022035777,0.022272699,0.022234108,0.022043931,0.021830104,0.021720566,0.021843254,0.022326103
0.001972983,0.002144139,0.002330523,0.002525151,0.002721043,0.002911218,0.003088695,0.003246963,0.003392269,0.003544775,0.003725295,0.003943581,0.00418471,0.004430417,0.004667192,0.004904763,0.005159948,0.005448915,0.005780263,0.006157706,0.006584462,0.007047536,0.007512871,0.007945035,0.008327138,0.008692306,0.009082009,0.009533909,0.010062834,0.010675143,0.01137791,0.012189089,0.013135008,0.014241227,0.015474366,0.01670969,0.017814616,0.018712335,0.019508852,0.020347573,0.021340378,0.022366156,0.02319937,0.023623383,0.023607161,0.023289819,0.02281676,0.022333389,0.021985109,0.021917326
0.00212412,0.002294139,0.002477909,0.002669135,0.00286152,0.003048769,0.003224585,0.003383043,0.003528203,0.003675024,0.003838987,0.004029778,0.004244147,0.004477097,0.004724537,0.004986818,0.005265648,0.005563368,0.005889678,0.006259028,0.006685349,0.007159309,0.007641355,0.008089949,0.008483758,0.008855943,0.00924876,0.00970097,0.010230396,0.010847099,0.011561868,0.012396614,0.013381807,0.014546943,0.01584983,0.017137166,0.018246104,0.019092781,0.019852204,0.020752344,0.02197228,0.023329758,0.024480571,0.025092736,0.025090897,0.024634953,0.023893499,0.023035132,0.022228446,0.02164204
0.002242576,0.002428342,0.00261827,0.002808754,0.002996188,0.003176965,0.003347479,0.003504343,0.003650084,0.003793682,0.003944442,0.004111102,0.004301145,0.004521881,0.004778072,0.005062016,0.005362211,0.005668856,0.00599198,0.006354402,0.006778426,0.007258074,0.007750623,0.008210929,0.008614887,0.008995131,0.009393764,0.009849747,0.010383208,0.011007289,0.011735801,0.012592671,0.013609616,0.014817259,0.016168517,0.017495866,0.018621446,0.019461596,0.020241437,0.021249258,0.022710502,0.024386153,0.025829017,0.026607173,0.026609879,0.026020819,0.025034565,0.023845687,0.022648757,0.021638346
0.002312096,0.002536633,0.002745516,0.00294018,0.003122059,0.003292586,0.003453196,0.003605353,0.003751325,0.003894256,0.004037353,0.004187579,0.004360274,0.004571911,0.004833953,0.005133375,0.005449677,0.005764724,0.006087885,0.006446272,0.006866515,0.007345133,0.007839518,0.008304485,0.008715605,0.009104438,0.009511888,0.009976055,0.010518239,0.011153515,0.011897454,0.012773234,0.013809893,0.015035385,0.016403796,0.017754712,0.018917894,0.019819746,0.020703467,0.021877062,0.023578035,0.025522839,0.027194392,0.028093186,0.028088773,0.027389025,0.026214323,0.02478505,0.023321586,0.022044313
